Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Gabbro Oil Sand
appliedenergistics2:facade:0, Cable Facade - Basalt Oil Sand
appliedenergistics2:facade:0, Cable Facade - Komatiite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Dacite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Gneiss Oil Sand
appliedenergistics2:facade:0, Cable Facade - Eclogite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Marble Oil Sand
appliedenergistics2:facade:0, Cable Facade - Quartzite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Blue Schist Oil Sand
appliedenergistics2:facade:0, Cable Facade - Green Schist Oil Sand
appliedenergistics2:facade:0, Cable Facade - Soapstone Oil Sand
appliedenergistics2:facade:0, Cable Facade - Migmatite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Limestone Oil Sand
appliedenergistics2:facade:0, Cable Facade - Chalk Oil Sand
appliedenergistics2:facade:0, Cable Facade - Shale Oil Sand
appliedenergistics2:facade:0, Cable Facade - Siltstone Oil Sand
appliedenergistics2:facade:0, Cable Facade - Lignite Block Oil Sand
appliedenergistics2:facade:0, Cable Facade - Dolomite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Greywacke Oil Sand
appliedenergistics2:facade:0, Cable Facade - Chert Oil Sand
appliedenergistics2:facade:0, Cable Facade - Red Granite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Marble Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Shale Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chert Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Coal Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Coal Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Coal Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Marble Coal Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Coal Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Coal Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Coal Ore
appliedenergistics2:facade:0, Cable Facade - Shale Coal Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Coal Ore
appliedenergistics2:facade:0, Cable Facade - Chert Coal Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Tin Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Tin Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Marble Tin Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Tin Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Tin Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Tin Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Tin Ore
appliedenergistics2:facade:0, Cable Facade - Shale Tin Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Tin Ore
appliedenergistics2:facade:0, Cable Facade - Chert Tin Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Marble Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Shale Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chert Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Marble Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Shale Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Chert Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Marble Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Shale Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Chert Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Lead Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Lead Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Lead Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Marble Lead Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Lead Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Lead Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Lead Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Lead Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Lead Ore
appliedenergistics2:facade:0, Cable Facade - Shale Lead Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Lead Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Lead Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Lead Ore
appliedenergistics2:facade:0, Cable Facade - Chert Lead Ore
appliedenergistics2:facade:0, Cable Facade - Block of Astral Starmetal
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Block of Aquamarine
appliedenergistics2:facade:0, Cable Facade - Block of Certus Quartz
appliedenergistics2:facade:0, Cable Facade - Block of Charged Certus Quartz
appliedenergistics2:facade:0, Cable Facade - Block of Ender Biotite
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
